date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-11-05,29.99,29.99,29.99,29.99,29.4760788125,0,0.0000,1.0
2020-11-04,29.35,29.35,29.35,29.35,28.8470461202,0,0.0000,1.0
2020-11-03,28.83,28.83,28.83,28.83,28.3359570578,0,0.0000,1.0
2020-11-02,28.3,28.3,28.3,28.3,27.8150393596,0,0.0000,1.0
2020-10-30,27.94,27.94,27.94,27.94,27.4612084702,0,0.0000,1.0
2020-10-29,28.27,28.27,28.27,28.27,27.7855534521,0,0.0000,1.0
2020-10-28,28.02,28.02,28.02,28.02,27.5398375567,0,0.0000,1.0
2020-10-27,28.9,28.9,28.9,28.9,28.4047575085,0,0.0000,1.0
2020-10-26,29.0,29.0,29.0,29.0,28.5030438667,0,0.0000,1.0
2020-10-23,29.52,29.52,29.52,29.52,29.0141329291,0,0.0000,1.0
2020-10-22,29.4,29.4,29.4,29.4,28.8961892993,0,0.0000,1.0
2020-10-21,29.3,29.3,29.3,29.3,28.7979029412,0,0.0000,1.0
2020-10-20,29.38,29.38,29.38,29.38,28.8765320277,0,0.0000,1.0
2020-10-19,29.22,29.22,29.22,29.22,28.7192738546,0,0.0000,1.0
2020-10-16,29.52,29.52,29.52,29.52,29.0141329291,0,0.0000,1.0
2020-10-15,29.5,29.5,29.5,29.5,28.9944756575,0,0.0000,1.0
2020-10-14,29.64,29.64,29.64,29.64,29.1320765589,0,0.0000,1.0
2020-10-13,29.79,29.79,29.79,29.79,29.2795060961,0,0.0000,1.0
2020-10-12,29.99,29.99,29.99,29.99,29.4760788125,0,0.0000,1.0
2020-10-09,29.64,29.64,29.64,29.64,29.1320765589,0,0.0000,1.0
2020-10-08,29.41,29.41,29.41,29.41,28.9060179351,0,0.0000,1.0
2020-10-07,29.18,29.18,29.18,29.18,28.6799593114,0,0.0000,1.0
2020-10-06,28.77,28.77,28.77,28.77,28.2769852429,0,0.0000,1.0
2020-10-05,29.05,29.05,29.05,29.05,28.5521870458,0,0.0000,1.0
2020-10-02,28.55,28.55,28.55,28.55,28.060755255,0,0.0000,1.0
2020-10-01,28.76,28.76,28.76,28.76,28.2671566071,0,0.0000,1.0
2020-09-30,28.57,28.57,28.57,28.57,28.0804125266,0,0.0000,1.0
2020-09-29,28.42,28.42,28.42,28.42,27.9329829893,0,0.0000,1.0
2020-09-28,28.51,28.51,28.51,28.51,28.0214407117,0,0.0000,1.0
2020-09-25,28.08,28.08,28.08,28.08,27.5988093716,0,0.0000,1.0
2020-09-24,27.77,27.77,27.77,27.77,27.2941216613,0,0.0000,1.0
2020-09-23,27.76,27.76,27.76,27.76,27.2842930255,0,0.0000,1.0
2020-09-22,28.3,28.3,28.3,28.3,27.8150393596,0,0.0000,1.0
2020-09-21,28.15,28.15,28.15,28.15,27.6676098223,0,0.0000,1.0
2020-09-18,28.6,28.6,28.6,28.6,28.109898434,0,0.1412,1.0
2020-09-17,28.98,28.98,28.98,28.98,28.3434531828,0,0.0000,1.0
2020-09-16,29.14,29.14,29.14,29.14,28.4999387767,0,0.0000,1.0
2020-09-15,29.19,29.19,29.19,29.19,28.5488405247,0,0.0000,1.0
2020-09-14,29.03,29.03,29.03,29.03,28.3923549309,0,0.0000,1.0
2020-09-11,28.66,28.66,28.66,28.66,28.0304819952,0,0.0000,1.0
2020-09-10,28.55,28.55,28.55,28.55,27.9228981494,0,0.0000,1.0
2020-09-09,28.97,28.97,28.97,28.97,28.3336728332,0,0.0000,1.0
2020-09-08,28.45,28.45,28.45,28.45,27.8250946533,0,0.0000,1.0
2020-09-04,29.08,29.08,29.08,29.08,28.441256679,0,0.0000,1.0
2020-09-03,29.23,29.23,29.23,29.23,28.5879619232,0,0.0000,1.0
2020-09-02,30.11,30.11,30.11,30.11,29.4486326893,0,0.0000,1.0
2020-09-01,29.78,29.78,29.78,29.78,29.125881152,0,0.0000,1.0
2020-08-31,29.59,29.59,29.59,29.59,28.9400545093,0,0.0000,1.0
2020-08-28,29.72,29.72,29.72,29.72,29.0671990543,0,0.0000,1.0
2020-08-27,29.52,29.52,29.52,29.52,28.871592062,0,0.0000,1.0
2020-08-26,29.58,29.58,29.58,29.58,28.9302741597,0,0.0000,1.0
2020-08-25,29.34,29.34,29.34,29.34,28.695545769,0,0.0000,1.0
2020-08-24,29.24,29.24,29.24,29.24,28.5977422728,0,0.0000,1.0
2020-08-21,28.94,28.94,28.94,28.94,28.3043317844,0,0.0000,1.0
2020-08-20,28.91,28.91,28.91,28.91,28.2749907355,0,0.0000,1.0
2020-08-19,28.92,28.92,28.92,28.92,28.2847710851,0,0.0000,1.0
2020-08-18,29.05,29.05,29.05,29.05,28.4119156301,0,0.0000,1.0
2020-08-17,29.0,29.0,29.0,29.0,28.3630138821,0,0.0000,1.0
2020-08-14,28.85,28.85,28.85,28.85,28.2163086378,0,0.0000,1.0
2020-08-13,28.91,28.91,28.91,28.91,28.2749907355,0,0.0000,1.0
2020-08-12,28.97,28.97,28.97,28.97,28.3336728332,0,0.0000,1.0
2020-08-11,28.54,28.54,28.54,28.54,27.9131177998,0,0.0000,1.0
2020-08-10,28.61,28.61,28.61,28.61,27.9815802471,0,0.0000,1.0
2020-08-07,28.57,28.57,28.57,28.57,27.9424588486,0,0.0000,1.0
2020-08-06,28.67,28.67,28.67,28.67,28.0402623448,0,0.0000,1.0
2020-08-05,28.56,28.56,28.56,28.56,27.932678499,0,0.0000,1.0
2020-08-04,28.35,28.35,28.35,28.35,27.7272911571,0,0.0000,1.0
2020-08-03,28.18,28.18,28.18,28.18,27.5610252137,0,0.0000,1.0
2020-07-31,27.92,27.92,27.92,27.92,27.3067361237,0,0.0000,1.0
2020-07-30,27.99,27.99,27.99,27.99,27.375198571,0,0.0000,1.0
2020-07-29,28.18,28.18,28.18,28.18,27.5610252137,0,0.0000,1.0
2020-07-28,27.83,27.83,27.83,27.83,27.2187129772,0,0.0000,1.0
2020-07-27,28.0,28.0,28.0,28.0,27.3849789206,0,0.0000,1.0
2020-07-24,27.7,27.7,27.7,27.7,27.0915684322,0,0.0000,1.0
2020-07-23,27.89,27.89,27.89,27.89,27.2773950748,0,0.0000,1.0
2020-07-22,28.16,28.16,28.16,28.16,27.5414645144,0,0.0000,1.0
